Cell_Identity(CI),Downlink_Traffic,LAC,Duration,RAT,Uplink_Traffic,Latency,Throughput,Offloading_Decision
7231,0,42577,0,1,60,0,1099823,Mobile Device
17212,104280,42264,0,1,3864,5.750162,18807.1223,Edge Cloud
21553,0,42264,0,1,52,0,1099823,Mobile Device
573,0,42578,27,1,280,27,10.37037037,Mobile Device
573,0,42578,27,1,280,27,10.37037037,Mobile Device
17212,81173,42264,0,1,3188,5.560135,15172.47333,Edge Cloud
7231,388,42577,0,1,1344,0,1099823,Mobile Device
27782,76,42580,0,1,76,0,1099823,Mobile Device
7231,3129,42577,16,1,2351,21.85037,250.7966684,Edge Cloud
7231,534,42577,15,1,1049,15,105.5333333,Mobile Device
7231,1487,42577,15,1,1168,20.710584,128.1953227,Edge Cloud
27782,76,42580,0,1,76,0,1099823,Mobile Device
17212,97653,42264,0,1,3604,5.700128,17763.98705,Edge Cloud
4323,465,9473,0,2,969,0,1099823,Mobile Device
50583,0,20861,0,2,479,0,1099823,Mobile Device
4323,468,9473,0,2,1618,0,1099823,Mobile Device
7231,0,42577,0,1,60,0,1099823,Mobile Device
27782,76,42580,0,1,76,0,1099823,Mobile Device
39792,260,42240,2,1,244,7.531798,66.91629276,Edge Cloud
21273,240,42262,0,1,372,0,1099823,Mobile Device
7231,388,42577,0,1,1341,0,1099823,Mobile Device
39341,0,20854,0,2,40,0,1099823,Mobile Device
17212,105553,42264,0,1,4072,5.769955,18999.28162,Edge Cloud
39341,0,20854,0,2,40,0,1099823,Mobile Device
39341,0,20854,0,2,52,0,1099823,Mobile Device
573,0,42578,30,1,280,30,9.333333333,Mobile Device
22837,597,42244,1,1,1644,1,2241,Mobile Device
17212,105553,42264,0,1,4020,5.800099,18891.57409,Edge Cloud
60431,3795,42247,36,1,3752,41.665462,181.1332369,Edge Cloud
39341,0,20854,0,2,52,0,1099823,Mobile Device
54698,0,42363,0,1,165,0,1099823,Mobile Device
54698,0,42363,0,1,165,0,1099823,Mobile Device
54698,0,42363,0,1,165,0,1099823,Mobile Device
64813,740,42268,13,1,893,13,125.6153846,Mobile Device
39341,0,20854,0,2,40,0,1099823,Mobile Device
39341,0,20854,0,2,40,0,1099823,Mobile Device
39341,0,20854,0,2,40,0,1099823,Mobile Device
10286,0,42252,0,1,60,0,1099823,Mobile Device
7231,631,42577,0,1,948,0,1099823,Mobile Device
60431,0,42247,9,1,180,9,20,Mobile Device
7231,1024,42577,0,1,2037,0,1099823,Mobile Device
7231,948,42577,0,1,815,5.179464,340.3827114,Edge Cloud
39632,45648,20854,5846,2,14540,5851.860015,10.28527679,Edge Cloud
7231,466,42577,0,1,1102,0,1099823,Mobile Device
7231,468,42577,0,1,1086,0,1099823,Mobile Device
39341,0,20854,0,2,40,0,1099823,Mobile Device
31019,68,42264,0,1,120,0,1099823,Mobile Device
54698,0,42363,0,1,76,0,1099823,Mobile Device
7231,1154,42577,0,1,1067,5.304297,418.7171269,Edge Cloud
22837,63938,42244,0,1,2192,5.784302,11432.66724,Edge Cloud
17652,0,42271,0,1,60,0,1099823,Mobile Device
22837,16992,42244,0,1,1100,5.444443,3323.02129,Edge Cloud
7231,52,42577,0,1,52,0,1099823,Mobile Device
7231,52,42577,0,1,52,0,1099823,Mobile Device
7231,52,42577,0,1,52,0,1099823,Mobile Device
64813,240,42268,13,1,112,18.510504,19.01622992,Edge Cloud
7231,466,42577,0,1,1214,0,1099823,Mobile Device
64813,0,42268,0,1,60,0,1099823,Mobile Device
4542,68,42264,0,1,120,0,1099823,Mobile Device
39792,99,42240,0,1,67,5.002907,33.18070874,Edge Cloud
18621,1131,42253,0,1,690,5.272486,345.377873,Edge Cloud
49388,5549,42278,0,1,1818,5.769422,1276.904342,Edge Cloud
54698,88,42363,0,1,200,0,1099823,Mobile Device
54698,318,42363,22,1,835,22,52.40909091,Mobile Device
18621,2171,42253,1,1,2168,6.079045,713.7634283,Edge Cloud
18621,52,42253,0,1,104,0,1099823,Mobile Device
18621,52,42253,0,1,104,0,1099823,Mobile Device
18621,52,42253,0,1,104,0,1099823,Mobile Device
18621,52,42253,0,1,104,0,1099823,Mobile Device
18621,423,42253,0,1,646,0,1099823,Mobile Device
18621,698,42253,0,1,636,5.168287,258.1126009,Edge Cloud
18621,423,42253,0,1,641,0,1099823,Mobile Device
18621,423,42253,0,1,623,0,1099823,Mobile Device
18621,472,42253,0,1,582,0,1099823,Mobile Device
18621,1194,42253,0,1,641,5.174338,354.6347378,Edge Cloud
18621,423,42253,0,1,641,0,1099823,Mobile Device
18621,758,42253,0,1,759,0,1099823,Mobile Device
18621,423,42253,0,1,686,0,1099823,Mobile Device
18621,438,42253,0,1,773,0,1099823,Mobile Device
18621,423,42253,0,1,681,0,1099823,Mobile Device
4323,611,9473,133,2,677,133,9.684210526,Mobile Device
39792,293,42240,2,1,499,2,396,Mobile Device
4323,397,9473,174,2,672,174,6.143678161,Mobile Device
4323,302,9473,152,2,503,152,5.296052632,Mobile Device
39341,0,20854,0,2,40,0,1099823,Mobile Device
60431,0,42247,9,1,180,9,20,Mobile Device
39341,1750,20854,1983,2,740,1988.964237,1.251907879,Edge Cloud
39341,0,20854,13,2,160,13,12.30769231,Mobile Device
7231,0,42577,33,1,160,33,4.848484848,Mobile Device
4432,0,20841,0,2,120,0,1099823,Mobile Device
18621,423,42253,0,1,641,0,1099823,Mobile Device
18621,479,42253,0,1,701,0,1099823,Mobile Device
18621,423,42253,0,1,639,0,1099823,Mobile Device
39792,419,42240,3,1,841,3,420,Mobile Device
22837,42906,42244,0,1,1725,5.444731,8197.099177,Edge Cloud
16610,126,42580,0,1,226,0,1099823,Mobile Device
3572,32323,42256,1127,1,2985,1132.942499,31.16486497,Edge Cloud
64813,292,42268,11,1,588,11,80,Mobile Device
39792,335,42240,2,1,539,2,437,Mobile Device
49117,232,42278,9605,1,208,9610.211928,0.04578463,Edge Cloud
7231,4861,42577,21,1,1245,26.740858,228.3397189,Edge Cloud
7231,554,42577,19,1,784,19,70.42105263,Mobile Device
7231,538,42577,22,1,1585,22,96.5,Mobile Device
7231,485,42577,23,1,826,23,57,Mobile Device
28222,40116,42253,15,1,7245,20.543718,2305.376271,Edge Cloud
49117,232,42278,9605,1,208,9610.241206,0.045784491,Edge Cloud
6642,370,42275,0,1,1204,0,1099823,Mobile Device
49388,825,42278,10,1,805,15.978423,102.0125703,Edge Cloud
18621,423,42253,0,1,915,0,1099823,Mobile Device
27623,56,20835,0,2,144,0,1099823,Mobile Device
573,0,42578,0,1,40,0,1099823,Mobile Device
4542,75,42264,0,1,191,0,1099823,Mobile Device
17652,0,42271,8,1,180,8,22.5,Mobile Device
573,0,42578,0,1,40,0,1099823,Mobile Device
64813,480,42268,15,1,300,20.046386,38.9097566,Edge Cloud
18621,581,42253,0,1,1319,0,1099823,Mobile Device
28630,0,42250,0,1,48,0,1099823,Mobile Device
64813,300,42268,15,1,300,15,40,Mobile Device
18621,943,42253,0,1,1328,0,1099823,Mobile Device
28222,547,42253,0,1,258,15.903008,50.61935453,Edge Cloud
10772,230,42272,1,1,278,1,508,Mobile Device
5287,540,42241,96,1,1005,96,16.09375,Mobile Device
17212,1443,42264,1,1,868,6.31793,365.7843629,Edge Cloud
60431,0,42247,9,1,180,9,20,Mobile Device
39341,0,20854,0,2,40,0,1099823,Mobile Device
39341,0,20854,0,2,40,0,1099823,Mobile Device
60431,251,42247,2,1,599,2,425,Mobile Device
7231,0,42577,18,1,160,18,8.888888889,Mobile Device
39341,0,20854,0,2,40,0,1099823,Mobile Device
6642,598,42275,0,1,402,5.27011,189.7493601,Edge Cloud
39341,0,20854,0,2,40,0,1099823,Mobile Device
28222,106,42253,0,1,106,0,1099823,Mobile Device
52963,60,20844,0,2,112,0,1099823,Mobile Device
52963,60,20844,0,2,112,0,1099823,Mobile Device
28222,572,42253,0,1,3862,0,1099823,Mobile Device
64813,555,42268,3,1,1149,3,568,Mobile Device
23490,0,42270,0,1,76,0,1099823,Mobile Device
39341,0,20854,0,2,40,0,1099823,Mobile Device
39341,0,20854,0,2,40,0,1099823,Mobile Device
28630,0,42250,19,1,544,19,28.63157895,Mobile Device
49388,112,42278,0,1,112,0,1099823,Mobile Device
3572,1121441,42256,701,1,115739,706.78405,1750.435653,Edge Cloud
49388,220,42278,0,1,220,0,1099823,Mobile Device
5287,540,42241,6,1,1005,6,257.5,Mobile Device
60431,0,42247,9,1,180,9,20,Mobile Device
22837,39246,42244,0,1,1620,5.414466,7547.558707,Edge Cloud
28222,1556,42253,0,1,2094,0,1099823,Mobile Device
28222,466,42253,0,1,1469,0,1099823,Mobile Device
49388,68,42278,0,1,120,0,1099823,Mobile Device
9813,0,42579,7,1,240,7,34.28571429,Mobile Device
9813,1383,42579,0,1,686,11.042951,187.359339,Edge Cloud
39341,0,20854,0,2,52,0,1099823,Mobile Device
9813,193,42579,0,1,281,0,1099823,Mobile Device
21553,0,42264,0,1,52,0,1099823,Mobile Device
28222,2061,42253,19,1,5570,19,401.6315789,Mobile Device
39341,0,20854,0,2,52,0,1099823,Mobile Device
23490,270,42270,1,1,560,1,830,Mobile Device
3572,2170,42256,701,1,2096,706.003763,6.042460711,Edge Cloud
49388,95,42278,0,1,149,0,1099823,Mobile Device
49388,83,42278,0,1,128,0,1099823,Mobile Device
4323,767,9473,71,2,740,76.342725,19.73992938,Edge Cloud
23490,210,42270,2,1,390,2,300,Mobile Device
39341,0,20854,0,2,40,0,1099823,Mobile Device
39341,0,20854,0,2,40,0,1099823,Mobile Device
39341,0,20854,0,2,40,0,1099823,Mobile Device
39341,0,20854,0,2,52,0,1099823,Mobile Device
64813,2426,42268,1021,1,2514,1021,4.838393732,Mobile Device
28222,3221,42253,18,1,504,23.390711,159.2512515,Edge Cloud
31019,393,42264,317,1,565,317,3.022082019,Mobile Device
39341,0,20854,0,2,40,0,1099823,Mobile Device
17212,1242,42264,0,1,808,5.224759,392.3625951,Edge Cloud
31019,184,42264,0,1,62,5.003784,49.1627936,Edge Cloud
60431,0,42247,9,1,180,9,20,Mobile Device
17652,0,42271,0,1,60,0,1099823,Mobile Device
32720,74941,42243,2050,1,11564,2055.927085,42.07590854,Edge Cloud
60431,17965,42247,1,1,2164,6.7706,2973.000916,Edge Cloud
7231,201,42577,49,1,308,49,10.3877551,Mobile Device
9813,766,42579,0,1,448,5.279918,229.9278133,Edge Cloud
38816,763,42256,312,1,1345,312,6.756410256,Mobile Device
6053,172,20850,1,2,340,1,512,Mobile Device
20345,1851,42257,2,1,665,7.300057,344.6548431,Edge Cloud
38816,1668,42256,0,1,637,23.303492,98.91221453,Edge Cloud
58821,11836,42252,2,1,1727,7.263907,1867.176989,Edge Cloud
26126,0,42269,0,1,40,0,1099823,Mobile Device
25305,115,42580,0,1,67,5.003119,36.37730784,Edge Cloud
11533,955,42299,60,1,643,65.802551,24.28477279,Edge Cloud
25305,60,42580,0,1,104,0,1099823,Mobile Device
341,100677,42262,28,1,3783,33.534275,3115.021869,Edge Cloud
3471,0,42271,0,1,60,0,1099823,Mobile Device
3471,0,42271,0,1,60,0,1099823,Mobile Device
43891,0,42268,0,1,52,0,1099823,Mobile Device
58707,0,42253,0,1,60,0,1099823,Mobile Device
15101,180,42276,0,1,264,0,1099823,Mobile Device
26126,0,42269,0,1,40,0,1099823,Mobile Device
33951,336,42253,30,1,986,30,44.06666667,Mobile Device
33951,465,42253,30,1,701,30,38.86666667,Mobile Device
53442,625,42580,23,1,1274,23,82.56521739,Mobile Device
9125,3476,42245,122,1,3376,47.769334,143.4393035,Edge Cloud
15388,66980,42276,11,1,6636,23.349812,3152.74487,Edge Cloud
15388,108236,42276,30,1,12479,23.730497,5086.914109,Edge Cloud
15388,96547,42276,19,1,8772,23.740448,4436.268431,Edge Cloud
341,5800,42262,1,1,1030,6.076349,1124.030236,Edge Cloud
15388,87749,42276,18,1,8205,23.740421,4041.798585,Edge Cloud
25305,60,42580,0,1,104,0,1099823,Mobile Device
25305,969,42580,1,1,792,6.450824,272.988381,Edge Cloud
35441,52,9479,0,2,52,0,1099823,Mobile Device
7693,82,42271,0,1,82,0,1099823,Mobile Device
7693,394,42271,1,1,322,6.247001,114.6149969,Edge Cloud
54927,52,42578,0,1,2322,0,1099823,Mobile Device
7693,68,42271,0,1,120,0,1099823,Mobile Device
975,0,42262,0,1,40,0,1099823,Mobile Device
18302,190,42259,2,1,315,2,252.5,Mobile Device
341,2780,42262,0,1,707,5.520123,631.6888229,Edge Cloud
43891,60,42268,0,1,104,0,1099823,Mobile Device
43891,60,42268,0,1,144,0,1099823,Mobile Device
58821,285,42252,0,1,71,5.002663,71.16209907,Edge Cloud
43891,60,42268,0,1,104,0,1099823,Mobile Device
7693,60,42271,0,1,112,0,1099823,Mobile Device
58821,4745,42252,8,1,601,13.406244,398.7694092,Edge Cloud
341,3748,42262,0,1,750,5.509646,816.3863885,Edge Cloud
341,190813,42262,0,1,4258,5.691268,34275.4901,Edge Cloud
20345,400,42257,0,1,738,0,1099823,Mobile Device
17510,901,42273,2,1,4123,2,2512,Mobile Device
13853,232,42258,0,1,332,0,1099823,Mobile Device
38816,13182,42256,316,1,5284,321.006263,57.52535738,Edge Cloud
41702,9563,42262,150,1,1331,155.770215,69.93634823,Edge Cloud
58821,0,42252,2,1,192,2,96,Mobile Device
48842,5456,20851,251,2,10519,251,63.64541833,Mobile Device
7461,211,42259,0,1,347,0,1099823,Mobile Device
46341,202,42364,0,1,339,0,1099823,Mobile Device
31932,0,42260,0,1,60,0,1099823,Mobile Device
64426,17153,42274,21,1,6710,26.65223,895.3472186,Edge Cloud
58821,0,42252,2,1,192,2,96,Mobile Device
58707,15133,42253,0,1,1191,5.469715,2984.433375,Edge Cloud
31246,75,42267,0,1,191,0,1099823,Mobile Device
62142,2154,20859,7,2,1562,18.060915,205.7481584,Edge Cloud
58821,0,42252,1,1,128,1,128,Mobile Device
26126,68,42269,0,1,120,0,1099823,Mobile Device
38816,144,42256,0,1,232,0,1099823,Mobile Device
38816,144,42256,0,1,232,0,1099823,Mobile Device
341,6070,42262,0,1,834,5.351012,1290.223233,Edge Cloud
341,4641,42262,0,1,792,5.400147,1006.083723,Edge Cloud
15388,40340,42276,3,1,2898,8.361222,5171.253676,Edge Cloud
43891,528,42268,0,1,976,0,1099823,Mobile Device
341,7482,42262,0,1,873,5.431258,1538.317642,Edge Cloud
58821,0,42252,0,1,64,0,1099823,Mobile Device
37563,0,42241,0,1,56,0,1099823,Mobile Device
62142,60636,20859,45,2,3569,50.66076,1267.351694,Edge Cloud
1136,0,42241,14,1,300,14,21.42857143,Mobile Device
341,5116,42262,0,1,793,5.360278,1102.368198,Edge Cloud
341,5257,42262,0,1,794,5.349904,1131.048333,Edge Cloud
1136,0,42241,0,1,60,0,1099823,Mobile Device
58821,60,42252,0,1,64,0,1099823,Mobile Device
46341,248,42364,2,1,344,2,296,Mobile Device
9013,42,42405,0,1,82,0,1099823,Mobile Device
16534,80,42267,0,1,378,0,1099823,Mobile Device
16534,4900,42267,70,1,1394,75.107485,83.79990356,Edge Cloud
48842,906,20851,40,2,2287,40,79.825,Mobile Device
9125,2163,42245,36,1,744,41.674224,69.75534805,Edge Cloud
34568,862,42262,17,1,246,22.154222,50.0130404,Edge Cloud
34568,120,42262,0,1,120,0,1099823,Mobile Device
36663,172,42246,0,1,64,5.003264,47.16920794,Edge Cloud
46341,185,42364,0,1,413,0,1099823,Mobile Device
43891,1090,42268,0,1,867,5.134426,381.1526352,Edge Cloud
6053,1136,20850,10,2,629,15.980828,110.4448405,Edge Cloud
62142,54478,20859,41,2,2598,46.761188,1220.5849,Edge Cloud
49388,0,42278,23,1,160,23,6.956521739,Mobile Device
49388,0,42278,23,1,160,23,6.956521739,Mobile Device
16534,52,42267,0,1,52,0,1099823,Mobile Device
3211,239,20841,0,2,299,0,1099823,Mobile Device
36663,0,42246,0,1,64,0,1099823,Mobile Device
1513,0,42255,0,1,76,0,1099823,Mobile Device
54927,0,42578,0,1,52,0,1099823,Mobile Device
48842,262,20851,0,2,58,5.0031,63.96034459,Edge Cloud
62142,480,20859,16,2,460,21.322018,44.08588343,Edge Cloud
9125,0,42245,0,1,60,0,1099823,Mobile Device
64426,369,42274,0,1,115,10.583124,45.73318805,Edge Cloud
58707,0,42253,0,1,60,0,1099823,Mobile Device
975,1359,42262,21,1,1329,26.708786,100.64104,Edge Cloud
24763,0,42255,0,1,56,0,1099823,Mobile Device
20345,348,42257,0,1,80,5.403151,79.21303699,Edge Cloud
37272,3912,20854,245,2,1468,142.990265,37.62493901,Edge Cloud
38213,838,42240,40,1,876,40,42.85,Mobile Device
6342,711,42277,0,1,254,17.683566,54.57044128,Edge Cloud
51381,152,20857,0,2,192,0,1099823,Mobile Device
62142,701,20859,0,2,883,0,1099823,Mobile Device
16534,5220,42267,15,1,496,20.350485,280.8778267,Edge Cloud
62142,40,20859,0,2,40,0,1099823,Mobile Device
62142,40,20859,0,2,40,0,1099823,Mobile Device
62142,40,20859,0,2,40,0,1099823,Mobile Device
62142,40,20859,0,2,40,0,1099823,Mobile Device
38816,60,42256,10,1,484,10,54.4,Mobile Device
64426,3297,42274,2,1,592,7.200236,540.1211849,Edge Cloud
38816,718,42256,0,1,950,0,1099823,Mobile Device
9125,40,42245,0,1,40,0,1099823,Mobile Device
9125,40,42245,0,1,40,0,1099823,Mobile Device
46341,240,42364,0,1,342,0,1099823,Mobile Device
9125,40,42245,0,1,40,0,1099823,Mobile Device
64426,3304,42274,29,1,593,34.71199,112.2666836,Edge Cloud
38816,251,42256,0,1,120,5.135665,72.2399144,Edge Cloud
46341,740,42364,4,1,1088,4,457,Mobile Device
32063,227218,20862,5677,2,118171,5682.148395,60.78493133,Edge Cloud
58707,17038,42253,2,1,1644,7.050208,2649.850898,Edge Cloud
40790,0,42265,0,1,60,0,1099823,Mobile Device
40790,0,42265,0,1,60,0,1099823,Mobile Device
46718,0,20843,21,2,160,21,7.619047619,Mobile Device
25271,228,42274,1,1,312,1,540,Mobile Device
6053,0,20850,17,2,1497,17,88.05882353,Mobile Device
18473,0,42242,29,1,497,29,17.13793103,Mobile Device
37563,4392,42241,0,1,1908,17.227055,365.7038304,Edge Cloud
62142,218,20859,0,2,55,5.004711,54.54860431,Edge Cloud
64426,882,42274,0,1,1029,0,1099823,Mobile Device
37563,0,42241,0,1,64,0,1099823,Mobile Device
46341,10330,42364,5,1,6445,10.320242,1625.44638,Edge Cloud
23279,0,42275,34,1,416,34,12.23529412,Mobile Device
54178,120,42246,2,1,144,2,132,Mobile Device
31246,0,42267,0,1,68,0,1099823,Mobile Device
17510,0,42273,0,1,60,0,1099823,Mobile Device
54178,416,42246,0,1,816,0,1099823,Mobile Device
54178,60,42246,0,1,104,0,1099823,Mobile Device
58707,5928,42253,0,1,949,5.382146,1277.743116,Edge Cloud
975,0,42262,0,1,40,0,1099823,Mobile Device
25271,0,42274,0,1,40,0,1099823,Mobile Device
64426,1210,42274,0,1,969,5.424609,401.6879373,Edge Cloud
975,0,42262,0,1,40,0,1099823,Mobile Device
37563,52,42241,0,1,104,0,1099823,Mobile Device
6342,4876,42277,9,1,1081,14.659302,406.3631406,Edge Cloud
341,6024,42262,1,1,1246,6.62124,1097.981647,Edge Cloud
341,3556,42262,0,1,710,5.46985,779.9116978,Edge Cloud
341,3143,42262,0,1,713,5.369706,718.1026298,Edge Cloud
341,2978,42262,0,1,716,5.439433,679.1149004,Edge Cloud
49388,0,42278,32,1,280,32,8.75,Mobile Device
58707,7064,42253,0,1,965,5.412462,1483.428429,Edge Cloud
8361,306,42262,19,1,415,19,37.94736842,Mobile Device
6342,3603,42277,35,1,5138,35,249.7428571,Mobile Device
54178,41273,42246,5,1,2259,11.702529,3719.879694,Edge Cloud
6342,4455,42277,2,1,2198,7.660087,868.5279945,Edge Cloud
38816,299,42256,0,1,204,5.270062,95.44479742,Edge Cloud
1136,0,42241,14,1,300,14,21.42857143,Mobile Device
35573,135,42276,0,1,71,5.003544,41.17081812,Edge Cloud
38816,466,42256,0,1,1563,0,1099823,Mobile Device
35573,84,42276,0,1,699,0,1099823,Mobile Device
341,7824,42262,0,1,913,5.400659,1617.765536,Edge Cloud
24763,2809,42255,2,1,1338,7.183081,577.3288649,Edge Cloud
341,4216,42262,0,1,755,5.419986,917.1610406,Edge Cloud
49388,1222,42278,1,1,1851,1,3073,Mobile Device
64426,6637,42274,3,1,1065,8.35977,921.3172133,Edge Cloud
37563,6236,42241,3,1,1260,8.400265,892.3528008,Edge Cloud
341,4278,42262,0,1,755,5.580316,901.9202497,Edge Cloud
53442,455,42580,62,1,578,62,16.66129032,Mobile Device
25271,0,42274,0,1,60,0,1099823,Mobile Device
35573,124,42276,0,1,180,0,1099823,Mobile Device
48842,1133,20851,0,2,630,5.978326,294.8986054,Edge Cloud
53442,354,42580,0,1,210,5.583947,101.003824,Edge Cloud
6342,5177,42277,3,1,1632,8.21271,829.0807785,Edge Cloud
29722,0,42268,15,1,300,15,20,Mobile Device
16534,52,42267,0,1,52,0,1099823,Mobile Device
9143,0,42253,15,1,300,15,20,Mobile Device
62142,78928,20859,57,2,4023,62.201575,1333.583595,Edge Cloud
15388,293,42276,0,1,122,5.03291,82.45726627,Edge Cloud
35573,60,42276,0,1,112,0,1099823,Mobile Device
62142,18988,20859,25,2,1275,30.86052,656.5994351,Edge Cloud
6342,7013,42277,5,1,2756,10.800301,904.511828,Edge Cloud
25271,0,42274,7,1,120,7,17.14285714,Mobile Device
54178,164,42246,0,1,59,5.01544,44.46269918,Edge Cloud
16534,166720,42267,24,1,3655,29.995118,5680.091007,Edge Cloud
24763,0,42255,0,1,64,0,1099823,Mobile Device
24763,1201,42255,0,1,1108,5.842509,395.2069222,Edge Cloud
54178,403,42246,0,1,619,0,1099823,Mobile Device
58707,5316,42253,0,1,789,5.480092,1114.032392,Edge Cloud
58707,3302,42253,0,1,711,5.349538,750.158238,Edge Cloud
37563,0,42241,0,1,112,0,1099823,Mobile Device
58707,3594,42253,0,1,712,5.410346,795.8825554,Edge Cloud
24763,754,42255,0,1,706,5.262647,277.4269298,Edge Cloud
17510,0,42273,0,1,60,0,1099823,Mobile Device
54178,654166,42246,2,1,15136,7.310205,91557.21351,Edge Cloud
24763,906,42255,0,1,880,5.422747,329.3533702,Edge Cloud
5292,60,42240,0,1,100,0,1099823,Mobile Device
58707,6023,42253,0,1,832,5.449526,1257.907568,Edge Cloud
5292,296,42240,0,1,375,0,1099823,Mobile Device
58707,6231,42253,0,1,830,5.410073,1305.15799,Edge Cloud
58707,6970,42253,0,1,869,5.369885,1459.807798,Edge Cloud
15101,104,42276,0,1,440,0,1099823,Mobile Device
62142,52875,20859,38,2,3035,43.300388,1291.212448,Edge Cloud
24763,60,42255,0,1,104,0,1099823,Mobile Device
5292,494,42240,0,1,253,6.024125,124.001411,Edge Cloud
5292,0,42240,2,1,180,2,90,Mobile Device
5292,537,42240,0,1,874,0,1099823,Mobile Device
5292,847,42240,0,1,1789,0,1099823,Mobile Device
5292,5604,42240,0,1,1158,5.280024,1280.675997,Edge Cloud
49388,14002,42278,6,1,1349,11.015413,1393.592778,Edge Cloud
5292,296,42240,0,1,403,0,1099823,Mobile Device
5292,296,42240,0,1,403,0,1099823,Mobile Device
5292,428,42240,0,1,1259,0,1099823,Mobile Device
5292,1160,42240,0,1,1082,5.296473,423.3005625,Edge Cloud
5292,296,42240,0,1,399,0,1099823,Mobile Device
5292,296,42240,0,1,399,0,1099823,Mobile Device
5292,60,42240,0,1,100,0,1099823,Mobile Device
341,3792,42262,0,1,754,5.410223,840.2611131,Edge Cloud
23101,37742,42268,0,1,1473,5.587028,7018.937439,Edge Cloud
58707,3136,42253,0,1,711,5.459805,704.603919,Edge Cloud
58707,6264,42253,0,1,829,5.470131,1296.67827,Edge Cloud
58707,4349,42253,0,1,751,5.500017,927.2698612,Edge Cloud
15388,4243,42276,2,1,2364,7.990371,826.8702417,Edge Cloud
6342,4503,42277,2,1,2198,7.620166,879.3771684,Edge Cloud
20345,730,42257,60,1,564,65.254971,19.8299069,Edge Cloud
36531,320,42255,0,1,200,7.09288,73.31295609,Edge Cloud
58707,4025,42253,0,1,752,5.429741,879.784137,Edge Cloud
58707,2470,42253,0,1,711,5.419663,586.936863,Edge Cloud
58707,7085,42253,0,1,869,5.459883,1456.807774,Edge Cloud
6342,2678,42277,0,1,1543,5.225435,807.7796394,Edge Cloud
6342,1681,42277,0,1,1623,5.240155,630.5157004,Edge Cloud
341,2978,42262,0,1,712,5.390183,684.5778705,Edge Cloud
37563,5048,42241,8,1,1243,13.490394,466.331821,Edge Cloud
36531,358,42255,0,1,300,5.399699,121.8586443,Edge Cloud
975,0,42262,0,1,40,0,1099823,Mobile Device
58707,287,42253,0,1,633,0,1099823,Mobile Device
23101,143,42268,0,1,79,5.003125,44.37226733,Edge Cloud
6342,2652,42277,0,1,1528,5.262835,794.2487272,Edge Cloud
54178,681,42246,0,1,2337,0,1099823,Mobile Device
6342,2707,42277,0,1,1528,5.282633,801.6835544,Edge Cloud
20345,7783,42257,1,1,875,6.900115,1254.761696,Edge Cloud
20345,6422,42257,2,1,833,7.288401,995.417239,Edge Cloud
20345,2681,42257,2,1,690,7.882658,427.6476285,Edge Cloud
37563,0,42241,0,1,158,0,1099823,Mobile Device
49388,1129,42278,0,1,627,5.178332,339.1053335,Edge Cloud
29776,880,42258,4,1,478,9.774926,138.9268829,Edge Cloud
341,2849,42262,0,1,711,5.39989,659.2726889,Edge Cloud
15553,151,42266,0,1,155,0,1099823,Mobile Device
48842,35778,20851,5,2,2280,10.979723,3466.207663,Edge Cloud
15388,80159,42276,5,1,3788,10.269554,8174.356939,Edge Cloud
54178,1046,42246,5,1,616,10.24056,162.2958119,Edge Cloud
37563,4956,42241,7,1,1449,12.8948,496.7118528,Edge Cloud
37272,84,20854,0,2,180,0,1099823,Mobile Device
6342,42929,42277,2,1,3046,7.420019,6196.075778,Edge Cloud
62142,722,20859,16,2,726,16,90.5,Mobile Device
54178,6343,42246,9,1,2715,14.730292,614.9233158,Edge Cloud
6342,0,42277,0,1,1240,0,1099823,Mobile Device
58821,0,42252,0,1,40,0,1099823,Mobile Device
975,0,42262,0,1,40,0,1099823,Mobile Device
23101,92,42268,2,1,248,2,170,Mobile Device
13853,106,42258,0,1,61,5.002943,33.38035232,Edge Cloud
64426,5711,42274,0,1,621,5.430201,1166.071017,Edge Cloud
37563,2650,42241,0,1,2308,6.074163,816.2441475,Edge Cloud
17510,0,42273,0,1,60,0,1099823,Mobile Device
49388,1242,42278,0,1,755,5.243403,380.8595296,Edge Cloud
64426,4428,42274,1,1,802,6.024075,868.183082,Edge Cloud
37563,2260,42241,1,1,1060,6.226611,533.1953449,Edge Cloud
1136,220,42241,0,1,72,5.003089,58.36394276,Edge Cloud
54449,126,42277,0,1,226,0,1099823,Mobile Device
17227,3079,42264,0,1,1391,6.37725,700.9290839,Edge Cloud
33922,1126,42245,20,1,714,92.915463,19.80294712,Edge Cloud
17227,60,42264,0,1,104,0,1099823,Mobile Device
18189,75,42259,1039,1,40,1044.368769,0.110114361,Edge Cloud
28222,1914,42253,246,1,1254,251.513165,12.59576213,Edge Cloud
452,0,20835,0,2,165,0,1099823,Mobile Device
1231,1106,42272,0,1,356,24.934355,58.63396105,Edge Cloud
1231,497,42272,0,1,1142,0,1099823,Mobile Device
1231,539,42272,0,1,1391,0,1099823,Mobile Device
17227,8129,42264,2,1,1874,7.450175,1342.653025,Edge Cloud
17227,0,42264,5,1,220,5,44,Mobile Device
17227,0,42264,5,1,220,5,44,Mobile Device
18189,945,42259,0,1,424,41.702178,32.8280216,Edge Cloud
18189,497,42259,0,1,1194,0,1099823,Mobile Device
15528,60,42255,0,1,112,0,1099823,Mobile Device
